2373833,2373833
9000515594,9000515594
1306940446,1306940446
9000565419,9000565437
9000565419,9000565429
9000565419,9000565420
9000565419,9000565430
9000565419,9000565438
9000565419,9000565434
9000565419,9000565431
9000565419,9000565435
9000565419,9000565421
9000565419,9000565424
9000565419,9000565432
9000565419,9000565436
9000565419,9000565442
9000565419,9000565449
9000565419,9000565428
9000565419,9000565423
9000565419,9000565447
9000565419,9000565448
9000565419,9000565446
9000565419,9000565440
9000565419,9000565450
9000565419,9000565433
9000565419,9000565445
9000565419,9000565443
9000565419,9000565426
9000565419,9000565451
9000565419,9000565422
9000565419,9000565427
9000565419,9000565444
9000565419,9000565453
9000565419,9000565425
9000565419,9000565439
9000565419,9000565441
9000565419,9000565452
1301928308,1301928308
9000297647,9000297647
34517,34517
1718707506,Fairmont Parkway
1718707506,Spencer Highway
1718707506,E. Southmore
1718707506,Monroe Road
1718707506,FM 2920
1718707506,West Bay Area Blvd
1718707506,Wilson Rd
1718707506,E Sam Houston Pkwy N
1718707506,Morton Ranch Rd
1718707506,John Martin Rd
1718707506,1718707506
9000486367,9000486367
1310074206,1310074206
1718004980,1718004980
1701202147,Anderson Lane
1701202147,1701202147
1718301143,1718301143
1310154762,1310154762
9000241077,9000241077
9000598313,9000598313
9000601145,9000601145
1506044947,1506044947
1306996873,1306996873
1306996872,1306996872
7279330515,8133644029
9000583742,9000583742
9000380208,9000380208
1324765666,6129991554346380000
1324765666,1324776741
1324765666,1324766039
1324765666,1524705140
1324765666,1524726079
1324765666,1324765666
1324765666,1524707224
1501616844,6990421695007060000
1501616844,3717985668227310000
1501616844,8293223803151740000
1501616844,7684094635049180000
1501616844,1501616844
1501616844,2088474983111290000
1501616844,224241885731614000
1501616844,3298307401046350000
1501616844,1701635492
1501616844,8805803329057970000
1501616844,6837185434373910000
1501616844,2733067461359200000
,6855172717175330000
1501616844,7113254614233510000
1501616844,2230951998977920000
1501616844,3315164839795440000
1501616844,8043217245827810000
1501616844,7237287014403570000
1501616844,217125917172613000
1501616844,6423567167320640000
9000253560,9000253560
1517043057,1517043057
1517043057,Albany
1509563142,7628497078457120000
1509563142,1509563142
9000510402,9000510402
9000435993,6130576907907220000
9000435993,9000435993
3313,3313
9000240340,9221600411082880000
9000240340,9000240340
1907126997,1907126997
9000482440,9000482440
9000586917,9000586917
1130120099,1130120099
10981668,10981668
9000145690,9000145690
9000538348,9000538348
9000458631,9000458631
1312005408,1312005408
1312005408,2
1506925969,1506925969
90000309704,90000309704
9000568711,9000568711
1509511694,1509511694
1325801501,1325801501
1710066696,1710066696
1713410082,1713410082
9000552415,9000552415
9000438193,9000438193
9000438193,7512969991162330000
9000438193,8657253532889990000
9000438193,1450165375718720000
9000438193,1242394287277490000
1310074169,1310074169
9000431108,9000431108
1504305536,1504305536
9000182516,5368097508200200000
9000182516,903195981644323000
9000182516,7588060080406540000
9000182516,8561233921563670000
9000182516,9000182516
9000182516,9000316608
9000182516,5699962077993920000
9000182516,0
9000182516,9141034578937900000
9000182516,5664714332949930000
1125876058,2
1125876058,1125876058
1506903067,1506903067
1306177509,1306177509
1306177509,Savannah
1306177509,Saint Simons Island
9000611332,9000611332
9000225078,9000225078
9000220646,9000220646
1312237851,1312237851
1312237851,2376095324437540000
1312237851,3045203476007230000
1304708686,1304708686
1312034040,1312034040
1312241654,1759806131753660000
1312241654,5848045102354270000
1312241654,8265514825719460000
1312241654,975631614289440000
1312241654,2188041784404680000
1312241654,8769116459935150000
1312241654,8253818291586260000
1312241654,5969343181886770000
1312241654,4962527438261470000
1312241654,4058479322560970000
1312241654,5879662070161040000
1312241654,6116977737071890000
1312241654,4300294463297520000
1312241654,4576972519450350000
1312241654,5664069831139670000
1312241654,5615190231195080000
